"orderID","customerID","employeeID","orderDate","requiredDate","shippedDate","shipVia","freight","shipName","shipAddress","shipCity","shipRegion","shipPostalCode","shipCountry"
"10458","SUPRD","7","35487","35515","35493","3","147.06","Suprêmes délices","Boulevard Tirou, 255","Charleroi","","B-6000","Belgium"
"10459","VICTE","4","35488","35516","35489","2","25.09","Victuailles en stock","2, rue du Commerce","Lyon","","69004","France"
"10460","FOLKO","8","35489","35517","35492","1","16.27","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"10461","LILAS","1","35489","35517","35494","3","148.61","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
"10462","CONSH","2","35492","35520","35507","1","6.17","Consolidated Holdings","Berkeley Gardens_x000D_
12  Brewery","London","","WX1 6LT","UK"
"10463","SUPRD","5","35493","35521","35495","3","14.78","Suprêmes délices","Boulevard Tirou, 255","Charleroi","","B-6000","Belgium"
"10464","FURIB","4","35493","35521","35503","2","89","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa","","1675","Portugal"
"10465","VAFFE","1","35494","35522","35503","3","145.04","Vaffeljernet","Smagsløget 45","Århus","","8200","Denmark"
"10466","COMMI","4","35495","35523","35502","1","11.93","Comércio Mineiro","Av. dos Lusíadas, 23","São Paulo","SP","05432-043","Brazil"
"10467","MAGAA","8","35495","35523","35500","2","4.93","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","","24100","Italy"
"10468","KOENE","3","35496","35524","35501","3","44.12","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany"
"10469","WHITC","1","35499","35527","35503","1","60.18","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"10470","BONAP","4","35500","35528","35503","2","64.56","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"10471","BSBEV","2","35500","35528","35507","3","45.59","B's Beverages","Fauntleroy Circus","London","","EC2 5NT","UK"
"10472","SEVES","8","35501","35529","35508","1","4.2","Seven Seas Imports","90 Wadhurst Rd.","London","","OX15 4NB","UK"
"10473","ISLAT","1","35502","35516","35510","3","16.37","Island Trading","Garden House_x000D_
Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
"10474","PERIC","5","35502","35530","35510","2","83.48999999999999","Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.","","05033","Mexico"
"10475","SUPRD","9","35503","35531","35524","1","68.52","Suprêmes délices","Boulevard Tirou, 255","Charleroi","","B-6000","Belgium"
"10476","HILAA","8","35506","35534","35513","3","4.41","HILARIÓN-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"10477","PRINI","5","35506","35534","35514","2","13.02","Princesa Isabel Vinhos","Estrada da saúde n. 58","Lisboa","","1756","Portugal"
"10478","VICTE","2","35507","35521","35515","3","4.81","Victuailles en stock","2, rue du Commerce","Lyon","","69004","France"
"10479","RATTC","3","35508","35536","35510","3","708.95","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
"10480","FOLIG","6","35509","35537","35513","2","1.35","Folies gourmandes","184, chaussée de Tournai","Lille","","59000","France"
"10481","RICAR","8","35509","35537","35514","2","64.33","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
"10482","LAZYK","1","35510","35538","35530","3","7.48","Lazy K Kountry Store","12 Orchestra Terrace","Walla Walla","WA","99362","USA"
"10483","WHITC","7","35513","35541","35545","2","15.28","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"10484","BSBEV","3","35513","35541","35521","3","6.88","B's Beverages","Fauntleroy Circus","London","","EC2 5NT","UK"
"10485","LINOD","4","35514","35528","35520","2","64.45","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"10486","HILAA","1","35515","35543","35522","2","30.53","HILARIÓN-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"10487","QUEEN","2","35515","35543","35517","2","71.06999999999999","Queen Cozinha","Alameda dos Canàrios, 891","São Paulo","SP","05487-020","Brazil"
"10488","FRANK","8","35516","35544","35522","2","4.93","Frankenversand","Berliner Platz 43","München","","80805","Germany"
"10489","PICCO","6","35517","35545","35529","2","5.29","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria"
"10490","HILAA","7","35520","35548","35523","2","210.19","HILARIÓN-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"10491","FURIB","8","35520","35548","35528","3","16.96","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa","","1675","Portugal"
"10492","BOTTM","3","35521","35549","35531","1","62.89","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
"10493","LAMAI","4","35522","35550","35530","3","10.64","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","","31000","France"
"10494","COMMI","4","35522","35550","35529","2","65.98999999999999","Comércio Mineiro","Av. dos Lusíadas, 23","São Paulo","SP","05432-043","Brazil"
"10495","LAUGB","3","35523","35551","35531","3","4.65","Laughing Bacchus Wine Cellars","2319 Elm St.","Vancouver","BC","V3F 2K1","Canada"
"10496","TRADH","7","35524","35552","35527","2","46.77","Tradição Hipermercados","Av. Inês de Castro, 414","São Paulo","SP","05634-030","Brazil"
"10497","LEHMS","7","35524","35552","35527","1","36.21","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany"
"10498","HILAA","8","35527","35555","35531","2","29.75","HILARIÓN-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"10499","LILAS","4","35528","35556","35536","2","102.02","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
"10500","LAMAI","6","35529","35557","35537","1","42.68","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","","31000","France"
"10501","BLAUS","9","35529","35557","35536","3","8.85","Blauer See Delikatessen","Forsterstr. 57","Mannheim","","68306","Germany"
"10502","PERIC","2","35530","35558","35549","1","69.31999999999999","Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.","","05033","Mexico"
"10503","HUNGO","6","35531","35559","35536","2","16.74","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"10504","WHITC","4","35531","35559","35538","3","59.13","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"10505","MEREP","3","35534","35562","35541","3","7.13","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
"10506","KOENE","9","35535","35563","35552","2","21.19","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany"
"10507","ANTON","7","35535","35563","35542","1","47.45","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico"
"10508","OTTIK","1","35536","35564","35563","2","4.99","Ottilies Käseladen","Mehrheimerstr. 369","Köln","","50739","Germany"
"10509","BLAUS","4","35537","35565","35549","1","0.15","Blauer See Delikatessen","Forsterstr. 57","Mannheim","","68306","Germany"
"10510","SAVEA","6","35538","35566","35548","3","367.63","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10511","BONAP","4","35538","35566","35541","3","350.64","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"10512","FAMIA","7","35541","35569","35544","2","3.53","Familia Arquibaldo","Rua Orós, 92","São Paulo","SP","05442-030","Brazil"
"10513","WANDK","7","35542","35584","35548","1","105.65","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany"
"10514","ERNSH","3","35542","35570","35566","2","789.95","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"10515","QUICK","2","35543","35557","35573","1","204.47","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"10516","HUNGO","2","35544","35572","35551","3","62.78","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"10517","NORTS","3","35544","35572","35549","3","32.07","North/South","South House_x000D_
300 Queensbridge","London","","SW7 1RZ","UK"
"10518","TORTU","4","35545","35559","35555","2","218.15","Tortuga Restaurante","Avda. Azteca 123","México D.F.","","05033","Mexico"
"10519","CHOPS","6","35548","35576","35551","3","91.76000000000001","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Switzerland"
"10520","SANTG","7","35549","35577","35551","1","13.37","Santé Gourmet","Erling Skakkes gate 78","Stavern","","4110","Norway"
"10521","CACTU","8","35549","35577","35552","2","17.22","Cactus Comidas para llevar","Cerrito 333","Buenos Aires","","1010","Argentina"
"10522","LEHMS","4","35550","35578","35556","1","45.33","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany"
"10523","SEVES","7","35551","35579","35580","2","77.63","Seven Seas Imports","90 Wadhurst Rd.","London","","OX15 4NB","UK"
"10524","BERGS","1","35551","35579","35557","2","244.79","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"10525","BONAP","1","35552","35580","35573","2","11.06","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"10526","WARTH","4","35555","35583","35565","2","58.59","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland"
"10527","QUICK","7","35555","35583","35557","1","41.9","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"10528","GREAL","6","35556","35570","35559","2","3.35","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"10529","MAISD","5","35557","35585","35559","2","66.69","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium"
"10530","PICCO","3","35558","35586","35562","2","339.22","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria"
"10531","OCEAN","7","35558","35586","35569","1","8.119999999999999","Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585_x000D_
Piso 20-A","Buenos Aires","","1010","Argentina"
"10532","EASTC","7","35559","35587","35562","3","74.45999999999999","Eastern Connection","35 King George","London","","WX3 6FW","UK"
"10533","FOLKO","8","35562","35590","35572","1","188.04","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"10534","LEHMS","8","35562","35590","35564","2","27.94","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany"
"10535","ANTON","4","35563","35591","35571","1","15.64","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico"
"10536","LEHMS","3","35564","35592","35587","2","58.88","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany"
"10537","RICSU","1","35564","35578","35569","1","78.84999999999999","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland"
"10538","BSBEV","9","35565","35593","35566","3","4.87","B's Beverages","Fauntleroy Circus","London","","EC2 5NT","UK"
"10539","BSBEV","6","35566","35594","35573","3","12.36","B's Beverages","Fauntleroy Circus","London","","EC2 5NT","UK"
"10540","QUICK","3","35569","35597","35594","3","1007.64","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"10541","HANAR","2","35569","35597","35579","1","68.65000000000001","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil"
"10542","KOENE","1","35570","35598","35576","3","10.95","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany"
"10543","LILAS","8","35571","35599","35573","2","48.17","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
"10544","LONEP","4","35571","35599","35580","1","24.91","Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA"
"10545","LAZYK","8","35572","35600","35607","2","11.92","Lazy K Kountry Store","12 Orchestra Terrace","Walla Walla","WA","99362","USA"
"10546","VICTE","1","35573","35601","35577","3","194.72","Victuailles en stock","2, rue du Commerce","Lyon","","69004","France"
"10547","SEVES","3","35573","35601","35583","2","178.43","Seven Seas Imports","90 Wadhurst Rd.","London","","OX15 4NB","UK"
"10548","TOMSP","3","35576","35604","35583","2","1.43","Toms Spezialitäten","Luisenstr. 48","Münster","","44087","Germany"
"10549","QUICK","5","35577","35591","35580","1","171.24","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"10550","GODOS","7","35578","35606","35587","3","4.32","Godos Cocina Típica","C/ Romero, 33","Sevilla","","41101","Spain"
"10551","FURIB","4","35578","35620","35587","3","72.95","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa","","1675","Portugal"
"10552","HILAA","2","35579","35607","35586","1","83.22","HILARIÓN-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"10553","WARTH","2","35580","35608","35584","2","149.49","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland"
"10554","OTTIK","4","35580","35608","35586","3","120.97","Ottilies Käseladen","Mehrheimerstr. 369","Köln","","50739","Germany"
"10555","SAVEA","6","35583","35611","35585","3","252.49","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10556","SIMOB","2","35584","35626","35594","1","9.800000000000001","Simons bistro","Vinbæltet 34","København","","1734","Denmark"
"10557","LEHMS","9","35584","35598","35587","2","96.72","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany"
"10558","AROUT","1","35585","35613","35591","2","72.97","Around the Horn","Brook Farm_x000D_
Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
"10559","BLONP","6","35586","35614","35594","1","8.050000000000001","Blondel père et fils","24, place Kléber","Strasbourg","","67000","France"
"10560","FRANK","8","35587","35615","35590","1","36.65","Frankenversand","Berliner Platz 43","München","","80805","Germany"
"10561","FOLKO","2","35587","35615","35590","2","242.21","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"10562","REGGC","1","35590","35618","35593","1","22.95","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","","42100","Italy"
"10563","RICAR","2","35591","35633","35605","2","60.43","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
"10564","RATTC","4","35591","35619","35597","3","13.75","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
"10565","MEREP","8","35592","35620","35599","2","7.15","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
"10566","BLONP","9","35593","35621","35599","1","88.40000000000001","Blondel père et fils","24, place Kléber","Strasbourg","","67000","France"
"10567","HUNGO","1","35593","35621","35598","1","33.97","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"10568","GALED","3","35594","35622","35620","3","6.54","Galería del gastronómo","Rambla de Cataluña, 23","Barcelona","","8022","Spain"
"10569","RATTC","5","35597","35625","35622","1","58.98","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
"10570","MEREP","3","35598","35626","35600","3","188.99","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
"10571","ERNSH","8","35598","35640","35615","3","26.06","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"10572","BERGS","3","35599","35627","35606","2","116.43","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"10573","ANTON","7","35600","35628","35601","3","84.84","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico"
"10574","TRAIH","4","35600","35628","35611","2","37.6","Trail's Head Gourmet Provisioners","722 DaVinci Blvd.","Kirkland","WA","98034","USA"
"10575","MORGK","5","35601","35615","35611","1","127.34","Morgenstern Gesundkost","Heerstr. 22","Leipzig","","04179","Germany"
"10576","TORTU","3","35604","35618","35611","3","18.56","Tortuga Restaurante","Avda. Azteca 123","México D.F.","","05033","Mexico"
"10577","TRAIH","9","35604","35646","35611","2","25.41","Trail's Head Gourmet Provisioners","722 DaVinci Blvd.","Kirkland","WA","98034","USA"
"10578","BSBEV","4","35605","35633","35636","3","29.6","B's Beverages","Fauntleroy Circus","London","","EC2 5NT","UK"
"10579","LETSS","1","35606","35634","35615","2","13.73","Let's Stop N Shop","87 Polk St._x000D_
Suite 5","San Francisco","CA","94117","USA"
"10580","OTTIK","4","35607","35635","35612","3","75.89","Ottilies Käseladen","Mehrheimerstr. 369","Köln","","50739","Germany"
"10581","FAMIA","3","35607","35635","35613","1","3.01","Familia Arquibaldo","Rua Orós, 92","São Paulo","SP","05442-030","Brazil"
"10582","BLAUS","3","35608","35636","35625","2","27.71","Blauer See Delikatessen","Forsterstr. 57","Mannheim","","68306","Germany"
"10583","WARTH","2","35611","35639","35615","2","7.28","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland"
"10584","BLONP","4","35611","35639","35615","1","59.14","Blondel père et fils","24, place Kléber","Strasbourg","","67000","France"
"10585","WELLI","7","35612","35640","35621","1","13.41","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil"
"10586","REGGC","9","35613","35641","35620","1","0.48","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","","42100","Italy"
"10587","QUEDE","1","35613","35641","35620","1","62.52","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil"
"10588","QUICK","2","35614","35642","35621","3","194.67","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"10589","GREAL","8","35615","35643","35625","2","4.42","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"10590","MEREP","4","35618","35646","35625","3","44.77","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
"10591","VAFFE","1","35618","35632","35627","1","55.92","Vaffeljernet","Smagsløget 45","Århus","","8200","Denmark"
"10592","LEHMS","3","35619","35647","35627","1","32.1","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany"
"10593","LEHMS","7","35620","35648","35655","2","174.2","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany"
"10594","OLDWO","3","35620","35648","35627","2","5.24","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA"
"10595","ERNSH","2","35621","35649","35625","1","96.78","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"10596","WHITC","8","35622","35650","35654","1","16.34","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"10597","PICCO","7","35622","35650","35629","3","35.12","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria"
"10598","RATTC","1","35625","35653","35629","3","44.42","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
"10599","BSBEV","6","35626","35668","35632","3","29.98","B's Beverages","Fauntleroy Circus","London","","EC2 5NT","UK"
"10600","HUNGC","4","35627","35655","35632","1","45.13","Hungry Coyote Import Store","City Center Plaza_x000D_
516 Main St.","Elgin","OR","97827","USA"
"10601","HILAA","7","35627","35669","35633","1","58.3","HILARIÓN-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"10602","VAFFE","8","35628","35656","35633","2","2.92","Vaffeljernet","Smagsløget 45","Århus","","8200","Denmark"
"10603","SAVEA","8","35629","35657","35650","2","48.77","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10604","FURIB","1","35629","35657","35640","1","7.46","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa","","1675","Portugal"
"10605","MEREP","1","35632","35660","35640","2","379.13","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
"10606","TRADH","4","35633","35661","35642","3","79.40000000000001","Tradição Hipermercados","Av. Inês de Castro, 414","São Paulo","SP","05634-030","Brazil"
"10607","SAVEA","5","35633","35661","35636","1","200.24","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10608","TOMSP","4","35634","35662","35643","2","27.79","Toms Spezialitäten","Luisenstr. 48","Münster","","44087","Germany"
"10609","DUMON","7","35635","35663","35641","2","1.85","Du monde entier","67, rue des Cinquante Otages","Nantes","","44000","France"
"10610","LAMAI","8","35636","35664","35648","1","26.78","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","","31000","France"
"10611","WOLZA","6","35636","35664","35643","2","80.65000000000001","Wolski Zajazd","ul. Filtrowa 68","Warszawa","","01-012","Poland"
"10612","SAVEA","1","35639","35667","35643","2","544.08","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10613","HILAA","4","35640","35668","35643","2","8.109999999999999","HILARIÓN-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"10614","BLAUS","8","35640","35668","35643","3","1.93","Blauer See Delikatessen","Forsterstr. 57","Mannheim","","68306","Germany"
"10615","WILMK","2","35641","35669","35648","3","0.75","Wilman Kala","Keskuskatu 45","Helsinki","","21240","Finland"
"10616","GREAL","1","35642","35670","35647","2","116.53","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"10617","GREAL","4","35642","35670","35646","2","18.53","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"10618","MEREP","1","35643","35685","35650","1","154.68","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
"10619","MEREP","3","35646","35674","35649","3","91.05","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
"10620","LAUGB","2","35647","35675","35656","3","0.9399999999999999","Laughing Bacchus Wine Cellars","2319 Elm St.","Vancouver","BC","V3F 2K1","Canada"
"10621","ISLAT","4","35647","35675","35653","2","23.73","Island Trading","Garden House_x000D_
Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
"10622","RICAR","4","35648","35676","35653","3","50.97","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
"10623","FRANK","8","35649","35677","35654","2","97.18000000000001","Frankenversand","Berliner Platz 43","München","","80805","Germany"
"10624","THECR","4","35649","35677","35661","2","94.8","The Cracker Box","55 Grizzly Peak Rd.","Butte","MT","59801","USA"
"10625","ANATR","3","35650","35678","35656","1","43.9","Ana Trujillo Emparedados y helados","Avda. de la Constitución 2222","México D.F.","","05021","Mexico"
"10626","BERGS","1","35653","35681","35662","2","138.69","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"10627","SAVEA","8","35653","35695","35663","3","107.46","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10628","BLONP","4","35654","35682","35662","3","30.36","Blondel père et fils","24, place Kléber","Strasbourg","","67000","France"
"10629","GODOS","4","35654","35682","35662","3","85.45999999999999","Godos Cocina Típica","C/ Romero, 33","Sevilla","","41101","Spain"
"10630","KOENE","1","35655","35683","35661","2","32.35","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany"
"10631","LAMAI","8","35656","35684","35657","1","0.87","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","","31000","France"
"10632","WANDK","8","35656","35684","35661","1","41.38","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany"
"10633","ERNSH","7","35657","35685","35660","3","477.9","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"10634","FOLIG","4","35657","35685","35663","3","487.38","Folies gourmandes","184, chaussée de Tournai","Lille","","59000","France"
"10635","MAGAA","8","35660","35688","35663","3","47.46","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","","24100","Italy"
"10636","WARTH","4","35661","35689","35668","1","1.15","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland"
"10637","QUEEN","6","35661","35689","35668","1","201.29","Queen Cozinha","Alameda dos Canàrios, 891","São Paulo","SP","05487-020","Brazil"
"10638","LINOD","3","35662","35690","35674","1","158.44","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"10639","SANTG","7","35662","35690","35669","3","38.64","Santé Gourmet","Erling Skakkes gate 78","Stavern","","4110","Norway"
"10640","WANDK","4","35663","35691","35670","1","23.55","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany"
"10641","HILAA","4","35664","35692","35668","2","179.61","HILARIÓN-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"10642","SIMOB","7","35664","35692","35678","3","41.89","Simons bistro","Vinbæltet 34","København","","1734","Denmark"
"10643","ALFKI","6","35667","35695","35675","1","29.46","Alfreds Futterkiste","Obere Str. 57","Berlin","","12209","Germany"
"10644","WELLI","3","35667","35695","35674","2","0.14","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil"
"10645","HANAR","4","35668","35696","35675","1","12.41","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil"
"10646","HUNGO","9","35669","35711","35676","3","142.33","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"10647","QUEDE","4","35669","35683","35676","2","45.54","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil"
"10648","RICAR","5","35670","35712","35682","2","14.25","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
"10649","MAISD","5","35670","35698","35671","3","6.2","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium"
"10650","FAMIA","5","35671","35699","35676","3","176.81","Familia Arquibaldo","Rua Orós, 92","São Paulo","SP","05442-030","Brazil"
"10651","WANDK","8","35674","35702","35684","2","20.6","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany"
"10652","GOURL","4","35674","35702","35681","2","7.14","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil"
"10653","FRANK","1","35675","35703","35692","1","93.25","Frankenversand","Berliner Platz 43","München","","80805","Germany"
"10654","BERGS","5","35675","35703","35684","1","55.26","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"10655","REGGC","1","35676","35704","35684","2","4.41","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","","42100","Italy"
"10656","GREAL","6","35677","35705","35683","1","57.15","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"10657","SAVEA","2","35677","35705","35688","2","352.69","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10658","QUICK","4","35678","35706","35681","1","364.15","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"10659","QUEEN","7","35678","35706","35683","2","105.81","Queen Cozinha","Alameda dos Canàrios, 891","São Paulo","SP","05487-020","Brazil"
"10660","HUNGC","8","35681","35709","35718","1","111.29","Hungry Coyote Import Store","City Center Plaza_x000D_
516 Main St.","Elgin","OR","97827","USA"
"10661","HUNGO","7","35682","35710","35688","3","17.55","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"10662","LONEP","3","35682","35710","35691","2","1.28","Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA"
"10663","BONAP","2","35683","35697","35706","2","113.15","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"10664","FURIB","1","35683","35711","35692","3","1.27","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa","","1675","Portugal"
"10665","LONEP","1","35684","35712","35690","2","26.31","Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA"
